Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 95% (Hz)	BW 90% (Hz)	Source	Shape	Pulses
66	Spectrogram 1	1	1805.251200000	1805.954718000	1934.468	3912.902	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	5.2512	2906.250	2015.625	3796.875	1781.250	bird		1
67	Spectrogram 1	1	1809.660800000	1810.339191000	1802.573	3912.902	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	9.6608	2835.938	1875.000	3796.875	1921.875	bird		1
68	Spectrogram 1	1	1812.236200000	1812.939717000	87.930	1165.077	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	12.2362	445.312	93.750	1054.688	960.938	fish		4
69	Spectrogram 1	1	1808.693500000	1809.045259000	219.826	1384.903	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	8.6935	585.938	257.812	1289.062	1031.250	fish		2
70	Spectrogram 1	1	1815.929600000	1816.771308000	1956.451	3737.041	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	15.9296	2859.375	2039.062	3632.812	1593.750	bird		1
71	Spectrogram 1	1	1813.165800000	1813.844191000	1978.433	3627.128	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	13.1658	2835.938	2039.062	3539.062	1500.000	bird		1
72	Spectrogram 1	1	1834.497500000	1835.590465000	1868.521	3934.884	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	34.4975	2906.250	1945.312	3796.875	1851.562	bird		1
73	Spectrogram 1	1	1829.057800000	1830.138201000	2066.364	3802.989	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	29.0578	2976.562	2179.688	3703.125	1523.438	bird		1
74	Spectrogram 1	1	1830.515100000	1830.992487000	3077.563	3846.954	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	30.5151	3492.188	3117.188	3820.312	703.125	bird		1
75	Spectrogram 1	1	1833.492500000	1834.032701000	1956.451	3407.302	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	33.4925	2742.188	2039.062	3328.125	1289.062	bird		1
76	Spectrogram 1	1	1838.115600000	1839.447257000	1956.451	4066.780	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	38.1156	3000.000	2062.500	3937.500	1875.000	bird		1
77	Spectrogram 1	1	1838.555300000	1839.108064000	109.913	1560.764	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	38.5553	515.625	117.188	1335.938	1218.750	fish		3
78	Spectrogram 1	1	1836.545200000	1837.060276000	131.896	1187.060	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	36.5452	515.625	140.625	1078.125	937.500	fish		many
79	Spectrogram 1	1	1834.761300000	1835.326627000	65.948	1538.782	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	34.7613	468.750	70.312	1312.500	1242.188	fish		3
80	Spectrogram 1	1	1827.060300000	1827.474873000	43.965	923.269	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	27.0603	210.938	46.875	820.312	773.438	fish		2
81	Spectrogram 1	1	1819.962300000	1820.464812000	87.930	1011.199	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	19.9623	445.312	93.750	890.625	796.875	fish		3
82	Spectrogram 1	1	1842.261300000	1842.738687000	197.843	1362.921	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	42.2613	585.938	234.375	1265.625	1031.250	fish		3
83	Spectrogram 1	1	1845.376900000	1845.879412000	109.913	1340.938	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	45.3769	398.438	117.188	1195.312	1078.125	fish		3
84	Spectrogram 1	1	1845.489900000	1847.072814000	2132.312	3912.902	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	45.4899	3023.438	2226.562	3796.875	1570.312	bird		1
85	Spectrogram 1	1	1842.047700000	1843.115539000	1670.677	3956.867	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	42.0477	2835.938	1781.250	3820.312	2039.062	bird		1
86	Spectrogram 1	1	1850.364300000	1850.917064000	219.826	1340.938	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	50.3643	585.938	257.812	1218.750	960.938	fish		3
87	Spectrogram 1	1	1852.751200000	1853.241150000	175.861	1384.903	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	52.7512	539.062	187.500	1265.625	1078.125	fish		3
88	Spectrogram 1	1	1855.678400000	1856.180912000	153.878	1516.799	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	55.6784	539.062	187.500	1335.938	1148.438	fish		3
89	Spectrogram 1	1	1853.756300000	1855.113083000	1868.521	3978.850	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	53.7563	2906.250	1945.312	3843.750	1898.438	bird		1
90	Spectrogram 1	1	1850.037700000	1851.293981000	1912.486	3956.867	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	50.0377	2929.688	2015.625	3820.312	1804.688	bird		1
91	Spectrogram 1	1	1856.884400000	1858.015053000	1868.521	4132.728	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	56.8844	2976.562	1945.312	4007.812	2062.500	bird		1
92	Spectrogram 1	1	1826.281400000	1827.072857000	2154.294	3363.337	S1130_048K_LVR_10458035_20250526_163000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_163000.flac	26.2814	2812.500	2203.125	3304.688	1101.562	bird		1
93	Spectrogram 1	1	2401.708500000	2402.638148000	21.983	945.252	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	1.7085	328.125	46.875	750.000	703.125	fish		5
94	Spectrogram 1	1	2403.844200000	2404.233647000	109.913	967.234	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	3.8442	421.875	117.188	820.312	703.125	fish		2
95	Spectrogram 1	1	2404.522600000	2404.962299000	43.965	813.356	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	4.5226	304.688	46.875	726.562	679.688	fish		2
96	Spectrogram 1	1	2400.125600000	2400.527610000	131.896	967.234	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	0.1256	445.312	140.625	820.312	679.688	fish		2
97	Spectrogram 1	1	2446.570300000	2446.909495000	175.861	2066.364	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	46.5703	585.938	210.938	1828.125	1617.188	fish		2
98	Spectrogram 1	1	2442.952200000	2443.354210000	219.826	2044.381	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	42.9522	632.812	257.812	1851.562	1593.750	fish		2
99	Spectrogram 1	1	2440.163300000	2440.489933000	197.843	2066.364	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	40.1633	609.375	234.375	1851.562	1617.188	fish		2
100	Spectrogram 1	1	2433.077900000	2433.429659000	351.722	2044.381	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	33.0779	726.562	421.875	1875.000	1453.125	fish		2
101	Spectrogram 1	1	2436.105500000	2436.507510000	285.774	2132.312	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	36.1055	703.125	328.125	1898.438	1570.312	fish		2
102	Spectrogram 1	1	2438.203500000	2438.718576000	285.774	2066.364	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	38.2035	632.812	351.562	1828.125	1476.562	fish		2
103	Spectrogram 1	1	2403.932200000	2420.288979000	65.948	4154.710	S1130_048K_LVR_10458035_20250526_170000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_170000.flac	3.9322	773.438	140.625	2484.375	2343.750	machine		1
104	Spectrogram 1	1	3004.221100000	3004.798989000	219.826	2506.016	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	4.2211	937.500	257.812	2296.875	2039.062	fish		3
105	Spectrogram 1	1	3007.437200000	3008.040215000	131.896	2593.946	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	7.4372	796.875	164.062	2320.312	2156.250	fish		3
106	Spectrogram 1	1	3031.909500000	3032.324072000	593.530	1494.816	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	31.9095	1007.812	632.812	1429.688	796.875	fish		3
107	Spectrogram 1	1	3027.713600000	3028.002545000	43.965	1450.851	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	27.7136	351.562	46.875	1289.062	1242.188	fish		2
108	Spectrogram 1	1	3036.482400000	3036.959787000	21.983	1121.112	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	36.4824	234.375	23.438	1007.812	984.375	fish		many
109	Spectrogram 1	1	3039.170800000	3039.472307000	1253.008	3912.902	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	39.1708	2226.562	1289.062	3750.000	2460.938	fish		2
110	Spectrogram 1	1	3040.263800000	3040.804001000	131.896	901.286	S1130_048K_LVR_10458035_20250526_173000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_173000.flac	40.2638	351.562	140.625	843.750	703.125	fish		many
111	Spectrogram 1	1	3600.050300000	3620.075419000	43.965	4154.710	S1130_048K_LVR_10458035_20250526_180000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_180000.flac	0.0503	820.312	117.188	3421.875	3304.688	machine		1
112	Spectrogram 1	1	4207.713600000	4208.027670000	3033.598	4154.710	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	7.7136	3585.938	3070.312	4078.125	1007.812	bird		1
113	Spectrogram 1	1	4212.148200000	4212.675838000	2220.242	4176.693	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	12.1482	3210.938	2296.875	4054.688	1757.812	bird		1
114	Spectrogram 1	1	4216.633200000	4217.123150000	2396.103	4242.641	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	16.6332	3328.125	2507.812	4148.438	1640.625	bird		1
115	Spectrogram 1	1	4237.600500000	4238.228641000	2352.138	3978.850	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	37.6005	3187.500	2460.938	3890.625	1429.688	bird		1
116	Spectrogram 1	1	4239.020100000	4239.547738000	2506.016	3715.058	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	39.0201	3117.188	2554.688	3632.812	1078.125	bird		1
117	Spectrogram 1	1	4231.507500000	4231.884384000	2791.789	3781.006	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	31.5075	3281.250	2835.938	3726.562	890.625	bird		2
118	Spectrogram 1	1	4225.892000000	4226.268884000	2703.859	3912.902	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	25.8920	3304.688	2765.625	3843.750	1078.125	bird		1
119	Spectrogram 1	1	4221.846700000	4222.336650000	2703.859	3671.093	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	21.8467	3187.500	2765.625	3609.375	843.750	bird		1
120	Spectrogram 1	1	4241.444700000	4242.248720000	2506.016	3693.076	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	41.4447	3093.750	2578.125	3609.375	1031.250	bird		1
121	Spectrogram 1	1	4243.542700000	4244.422097000	1340.938	3824.971	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	43.5427	2343.750	1429.688	3656.250	2226.562	bird		1
122	Spectrogram 1	1	4247.060300000	4248.253767000	1099.130	3737.041	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	47.0603	2296.875	1171.875	3562.500	2390.625	bird		1
123	Spectrogram 1	1	4252.047700000	4252.788905000	2791.789	3802.989	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	52.0477	3210.938	2859.375	3726.562	867.188	bird		1
124	Spectrogram 1	1	4253.103000000	4253.668326000	241.809	2352.138	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	53.1030	843.750	304.688	2179.688	1875.000	fish		5
125	Spectrogram 1	1	4254.598000000	4255.452271000	175.861	3099.546	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	54.5980	1054.688	210.938	2906.250	2695.312	fish		4
126	Spectrogram 1	1	4255.615600000	4256.206052000	351.722	2681.876	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	55.6156	1031.250	421.875	2460.938	2039.062	fish		many
127	Spectrogram 1	1	4231.381900000	4232.110543000	813.356	1604.729	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	31.3819	1125.000	843.750	1523.438	679.688	fish		3
128	Spectrogram 1	1	4228.668300000	4229.459757000	659.478	1516.799	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	28.6683	1007.812	703.125	1453.125	750.000	fish		4
129	Spectrogram 1	1	4233.392000000	4233.919638000	0.000	1121.112	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	33.3920	187.500	23.438	960.938	937.500	fish		2
130	Spectrogram 1	1	4233.957300000	4234.585440000	417.669	1494.816	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	33.9573	796.875	445.312	1382.812	937.500	fish		3
131	Spectrogram 1	1	4237.047700000	4237.751217000	703.443	1450.851	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	37.0477	1031.250	750.000	1406.250	656.250	fish		3
132	Spectrogram 1	1	4238.128100000	4238.542673000	0.000	1121.112	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	38.1281	187.500	23.438	960.938	937.500	fish		2
133	Spectrogram 1	1	4211.708500000	4212.324077000	571.547	1670.677	S1130_048K_LVR_10458035_20250526_183000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_183000.flac	11.7085	960.938	609.375	1570.312	960.938	fish		3
134	Spectrogram 1	1	4853.542700000	4854.183403000	241.809	3143.511	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	53.5427	1804.688	304.688	2882.812	2578.125	fish		3
135	Spectrogram 1	1	4855.753700000	4856.356715000	219.826	3077.563	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	55.7537	1734.375	257.812	2859.375	2601.562	fish		3
136	Spectrogram 1	1	4859.610500000	4859.949696000	307.756	2637.911	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	59.6105	1007.812	351.562	2414.062	2062.500	fish		3
137	Spectrogram 1	1	4817.964800000	4818.768820000	659.478	1538.782	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	17.9648	1031.250	703.125	1476.562	773.438	fish		4
138	Spectrogram 1	1	4819.434700000	4820.012589000	857.321	1406.886	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	19.4347	1078.125	867.188	1382.812	515.625	fish		3
139	Spectrogram 1	1	4821.746200000	4822.449717000	725.426	1450.851	S1130_048K_LVR_10458035_20250526_190000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_190000.flac	21.7462	1031.250	750.000	1406.250	656.250	fish		3
140	Spectrogram 1	1	5401.419600000	5401.972360000	2484.033	3890.919	S1130_048K_LVR_10458035_20250526_193000.flac	\\ag-clo-repnas5.ad.cornell.edu\w\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250526_193000.flac	1.4196	3140.625	2531.250	3796.875	1265.625	bird		1
